Last Name,First Name,Student Number,Hall,Room,Address ZIP,Email,Date of Birth
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
LastName,FirstName,12345678,COLLEGEHALL,111,12345,notreal@nr.com,9/99/9999
